0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010747986168582354e-03,1.519526312279252592e-07,-1.570796428096650654e+00,-1.570796326794896558e+00,-1.570796225493142462e+00,1.570796326794896558e+00,-1.519526312279252592e-07,2.264053126717085096e-04,-1.509368751144723217e-04,0.000000000000000000e+00,1.509368751144724030e-04,0.000000000000000000e+00,-2.264053126717085096e-04,2.245881207564782989e-01,-1.497254138376521992e-01,0.000000000000000000e+00,1.497254138376522548e-01,0.000000000000000000e+00,-2.245881207564782989e-01
4.021495972337164708e-03,1.210715404411618290e-06,-1.570797133938499401e+00,-1.570796326794896558e+00,-1.570795519651293715e+00,1.570796326794896558e+00,-1.210715404411618290e-06,9.007457750163656417e-04,-6.004971833442436166e-04,0.000000000000000000e+00,6.004971833442439419e-04,0.000000000000000000e+00,-9.007457750163656417e-04,4.455440886166254222e-01,-2.970293924110835593e-01,0.000000000000000000e+00,2.970293924110836703e-01,0.000000000000000000e+00,-4.455440886166254222e-01
6.032243958505746628e-03,4.069643657343457714e-06,-1.570799039890668158e+00,-1.570796326794896558e+00,-1.570793613699124958e+00,1.570796326794896558e+00,-4.069643657343457714e-06,2.015737781680113083e-03,-1.343825187786741766e-03,0.000000000000000000e+00,1.343825187786742417e-03,0.000000000000000000e+00,-2.015737781680113083e-03,6.628875368393404299e-01,-4.419250245595601756e-01,0.000000000000000000e+00,4.419250245595603976e-01,0.000000000000000000e+00,-6.628875368393404299e-01
8.042991944674329416e-03,9.607486922706307439e-06,-1.570802731786178352e+00,-1.570796326794896558e+00,-1.570789921803614764e+00,1.570796326794896558e+00,-9.607486922706307439e-06,3.564137204844888222e-03,-2.376091469896592003e-03,0.000000000000000000e+00,2.376091469896592871e-03,0.000000000000000000e+00,-3.564137204844888222e-03,8.766380986835223821e-01,-5.844253991223482547e-01,0.000000000000000000e+00,5.844253991223484768e-01,0.000000000000000000e+00,-8.766380986835223821e-01
1.005373993084291220e-02,1.868846830744909878e-05,-1.570808785773768257e+00,-1.570796326794896558e+00,-1.570783867816024859e+00,1.570796326794896558e+00,-1.868846830744909878e-05,5.538739394228418128e-03,-3.692492929485611218e-03,0.000000000000000000e+00,3.692492929485612953e-03,0.000000000000000000e+00,-5.538739394228418128e-03,1.086815407408070477e+00,-7.245436049387136146e-01,0.000000000000000000e+00,7.245436049387138366e-01,0.000000000000000000e+00,-1.086815407408070477e+00
1.206448791701149326e-02,3.216236387216245073e-05,-1.570817768370811329e+00,-1.570796326794896558e+00,-1.570774885218981787e+00,1.570796326794896558e+00,-3.216236387216245073e-05,7.932379177084223840e-03,-5.288252784722815604e-03,0.000000000000000000e+00,5.288252784722817339e-03,0.000000000000000000e+00,-7.932379177084223840e-03,1.293439096271883582e+00,-8.622927308479222397e-01,0.000000000000000000e+00,8.622927308479226838e-01,0.000000000000000000e+00,-1.293439096271883582e+00
1.407523590318007604e-02,5.086458201045423474e-05,-1.570830236516236766e+00,-1.570796326794896558e+00,-1.570762417073556350e+00,1.570796326794896558e+00,-5.086458201045423474e-05,1.073793085820162578e-02,-7.158620572134414585e-03,0.000000000000000000e+00,7.158620572134418054e-03,0.000000000000000000e+00,-1.073793085820162578e-02,1.496528798533861337e+00,-9.976858656892407806e-01,0.000000000000000000e+00,9.976858656892411137e-01,0.000000000000000000e+00,-1.496528798533861337e+00
1.608598388934865883e-02,7.561624282832521264e-05,-1.570846737623448730e+00,-1.570796326794896558e+00,-1.570745915966344386e+00,1.570796326794896558e+00,-7.561624282832521264e-05,1.394830821990572685e-02,-9.298872146603817321e-03,0.000000000000000000e+00,9.298872146603820790e-03,0.000000000000000000e+00,-1.394830821990572685e-02,1.696104147452902167e+00,-1.130736098301934556e+00,0.000000000000000000e+00,1.130736098301935000e+00,0.000000000000000000e+00,-1.696104147452902167e+00
1.809673187551723988e-02,1.072242575235444968e-04,-1.570867809633245571e+00,-1.570796326794896558e+00,-1.570724843956547545e+00,1.570796326794896558e+00,-1.072242575235444968e-04,1.755646452205742933e-02,-1.170430968137161840e-02,0.000000000000000000e+00,1.170430968137162360e-02,0.000000000000000000e+00,-1.755646452205742933e-02,1.892184776287905157e+00,-1.261456517525269883e+00,0.000000000000000000e+00,1.261456517525270549e+00,0.000000000000000000e+00,-1.892184776287905157e+00
2.010747986168582441e-02,1.464814077650254491e-04,-1.570893981066739942e+00,-1.570796326794896558e+00,-1.570698672523053174e+00,1.570796326794896558e+00,-1.464814077650254491e-04,2.155539250205343316e-02,-1.437026166803562210e-02,0.000000000000000000e+00,1.437026166803562557e-02,0.000000000000000000e+00,-2.155539250205343316e-02,2.084790318297769840e+00,-1.389860212198513301e+00,0.000000000000000000e+00,1.389860212198513745e+00,0.000000000000000000e+00,-2.084790318297769840e+00
2.211822784785440546e-02,1.941664250722009461e-04,-1.570925771078278022e+00,-1.570796326794896558e+00,-1.570666882511515094e+00,1.570796326794896558e+00,-1.941664250722009461e-04,2.593812437482622205e-02,-1.729208291655081470e-02,0.000000000000000000e+00,1.729208291655082164e-02,0.000000000000000000e+00,-2.593812437482622205e-02,2.273940406741395748e+00,-1.515960271160930128e+00,0.000000000000000000e+00,1.515960271160930795e+00,0.000000000000000000e+00,-2.273940406741395748e+00
2.412897583402298651e-02,2.510440701943990305e-04,-1.570963689508359407e+00,-1.570796326794896558e+00,-1.570628964081433709e+00,1.570796326794896558e+00,-2.510440701943990305e-04,3.069773183284407736e-02,-2.046515455522938259e-02,0.000000000000000000e+00,2.046515455522939300e-02,0.000000000000000000e+00,-3.069773183284407736e-02,2.459654674877680414e+00,-1.639769783251786572e+00,0.000000000000000000e+00,1.639769783251787461e+00,0.000000000000000000e+00,-2.459654674877680414e+00
2.613972382019157104e-02,3.178652124902188545e-04,-1.571008236936556779e+00,-1.570796326794896558e+00,-1.570584416653236337e+00,1.570796326794896558e+00,-3.178652124902188545e-04,3.582732604611108679e-02,-2.388488403074072453e-02,0.000000000000000000e+00,2.388488403074073146e-02,0.000000000000000000e+00,-3.582732604611108679e-02,2.641952755965524258e+00,-1.761301837310349505e+00,0.000000000000000000e+00,1.761301837310350171e+00,0.000000000000000000e+00,-2.641952755965524258e+00
2.815047180636015209e-02,3.953669093069056193e-04,-1.571059904734434465e+00,-1.570796326794896558e+00,-1.570532748855358651e+00,1.570796326794896558e+00,-3.953669093069056193e-04,4.132005766216709924e-02,-2.754670510811139603e-02,0.000000000000000000e+00,2.754670510811140990e-02,0.000000000000000000e+00,-4.132005766216709924e-02,2.820854283263826368e+00,-1.880569522175883579e+00,0.000000000000000000e+00,1.880569522175884689e+00,0.000000000000000000e+00,-2.820854283263826368e+00
3.016121979252873661e-02,4.842724853597271282e-04,-1.571119175118469657e+00,-1.570796326794896558e+00,-1.570473478471323459e+00,1.570796326794896558e+00,-4.842724853597271282e-04,4.716911680608779772e-02,-3.144607787072519617e-02,0.000000000000000000e+00,3.144607787072521005e-02,0.000000000000000000e+00,-4.716911680608779772e-02,2.996378890031484943e+00,-1.997585926687656332e+00,0.000000000000000000e+00,1.997585926687657443e+00,0.000000000000000000e+00,-2.996378890031484943e+00
3.217196777869731766e-02,5.852916121113478729e-04,-1.571186521202970754e+00,-1.570796326794896558e+00,-1.570406132386822362e+00,1.570796326794896558e+00,-5.852916121113478729e-04,5.336773308048461256e-02,-3.557848872032307042e-02,0.000000000000000000e+00,3.557848872032308429e-02,0.000000000000000000e+00,-5.336773308048461256e-02,3.168546209527399515e+00,-2.112364139684932862e+00,0.000000000000000000e+00,2.112364139684933750e+00,0.000000000000000000e+00,-3.168546209527399515e+00
3.418271576486590219e-02,6.991203871512065076e-04,-1.571262407052997467e+00,-1.570796326794896558e+00,-1.570330246536795649e+00,1.570796326794896558e+00,-6.991203871512065076e-04,5.990917556550479084e-02,-3.993945037700318695e-02,0.000000000000000000e+00,3.993945037700320083e-02,0.000000000000000000e+00,-5.990917556550479084e-02,3.337375875010469617e+00,-2.224917250006979152e+00,0.000000000000000000e+00,2.224917250006980485e+00,0.000000000000000000e+00,-3.337375875010469617e+00
3.619346375103447977e-02,8.264414135748900710e-04,-1.571347287737279830e+00,-1.570796326794896558e+00,-1.570245365852513286e+00,1.570796326794896558e+00,-8.264414135748900710e-04,6.678675281883141024e-02,-4.452450187922092628e-02,0.000000000000000000e+00,4.452450187922094710e-02,0.000000000000000000e+00,-6.678675281883141024e-02,3.502887519739593003e+00,-2.335258346493061854e+00,0.000000000000000000e+00,2.335258346493062742e+00,0.000000000000000000e+00,-3.502887519739593003e+00
3.820421173720306429e-02,9.679238793635104848e-04,-1.571441609381138971e+00,-1.570796326794896558e+00,-1.570151044208654145e+00,1.570796326794896558e+00,-9.679238793635104848e-04,7.399381287568326804e-02,-4.932920858378884305e-02,0.000000000000000000e+00,4.932920858378885692e-02,0.000000000000000000e+00,-7.399381287568326804e-02,3.665100776973670982e+00,-2.443400517982447173e+00,0.000000000000000000e+00,2.443400517982447617e+00,0.000000000000000000e+00,-3.665100776973670982e+00
4.021495972337164881e-02,1.124223636763078179e-03,-1.571545809219405232e+00,-1.570796326794896558e+00,-1.570046844370387884e+00,1.570796326794896558e+00,-1.124223636763078179e-03,8.152374324881501988e-02,-5.434916216587667298e-02,0.000000000000000000e+00,5.434916216587669380e-02,0.000000000000000000e+00,-8.152374324881501988e-02,3.824035279971600421e+00,-2.549356853314399984e+00,0.000000000000000000e+00,2.549356853314401317e+00,0.000000000000000000e+00,-3.824035279971600421e+00
4.222570770954022640e-02,1.295983281663881355e-03,-1.571660315649339168e+00,-1.570796326794896558e+00,-1.569932337940453948e+00,1.570796326794896558e+00,-1.295983281663881355e-03,8.936997092851704794e-02,-5.957998061901135373e-02,0.000000000000000000e+00,5.957998061901138148e-02,0.000000000000000000e+00,-8.936997092851704794e-02,3.979710661992281295e+00,-2.653140441328187382e+00,0.000000000000000000e+00,2.653140441328188714e+00,0.000000000000000000e+00,-3.979710661992281295e+00
4.423645569570881092e-02,1.483832232979858312e-03,-1.571785548283549883e+00,-1.570796326794896558e+00,-1.569807105306243233e+00,1.570796326794896558e+00,-1.483832232979858312e-03,9.752596238261561357e-02,-6.501730825507706646e-02,0.000000000000000000e+00,6.501730825507709421e-02,0.000000000000000000e+00,-9.752596238261561357e-02,4.132146556294612694e+00,-2.754764370863075129e+00,0.000000000000000000e+00,2.754764370863076461e+00,0.000000000000000000e+00,-4.132146556294612694e+00
4.624720368187739544e-02,1.688386812027973128e-03,-1.571921918002915142e+00,-1.570796326794896558e+00,-1.569670735586877974e+00,1.570796326794896558e+00,-1.688386812027973128e-03,1.059852235564727047e-01,-7.065681570431511793e-02,0.000000000000000000e+00,7.065681570431514569e-02,0.000000000000000000e+00,-1.059852235564727047e-01,4.281362596137494592e+00,-2.854241730758329432e+00,0.000000000000000000e+00,2.854241730758330764e+00,0.000000000000000000e+00,-4.281362596137494592e+00
4.825795166804597303e-02,1.910250321907593953e-03,-1.572069827009501708e+00,-1.570796326794896558e+00,-1.569522826580291408e+00,1.570796326794896558e+00,-1.910250321907593953e-03,1.147412998729860911e-01,-7.649419991532405150e-02,0.000000000000000000e+00,7.649419991532407925e-02,0.000000000000000000e+00,-1.147412998729860911e-01,4.427378414779824745e+00,-2.951585609853216052e+00,0.000000000000000000e+00,2.951585609853217829e+00,0.000000000000000000e+00,-4.427378414779824745e+00
5.026869965421455755e-02,2.150013126879866086e-03,-1.572229668879483233e+00,-1.570796326794896558e+00,-1.569362984710309883e+00,1.570796326794896558e+00,-2.150013126879866086e-03,1.237877762325894221e-01,-8.252518415505959160e-02,0.000000000000000000e+00,8.252518415505963323e-02,0.000000000000000000e+00,-1.237877762325894221e-01,4.570213645480503573e+00,-3.046809096987001197e+00,0.000000000000000000e+00,3.046809096987002974e+00,0.000000000000000000e+00,-4.570213645480503573e+00
