-1.570796326794896558e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.570796328347852100e+00,-1.570796328347852100e+00,-1.570796325241941016e+00,-1.570796325241941016e+00,1.570796324465463245e+00,-2.329433394174822629e-09,-6.981310794081144438e-06,-6.981310794081144438e-06,6.981310794081147826e-06,6.981310794081147826e-06,-1.047196619112171835e-05,-1.047196619112171835e-05,-2.091599781822493093e-02,-2.091599781822493093e-02,2.091599781822493787e-02,2.091599781822493787e-02,-3.137399672733739986e-02,-3.137399672733739986e-02
-1.570796339206106840e+00,-1.570796339206106840e+00,-1.570796314383686276e+00,-1.570796314383686276e+00,1.570796308178081135e+00,-1.861681552349169411e-08,-2.788797225197992975e-05,-2.788797225197992975e-05,2.788797225197993992e-05,2.788797225197993992e-05,-4.183195837796989971e-05,-4.183195837796989971e-05,-4.174821994425403221e-02,-4.174821994425403221e-02,4.174821994425405303e-02,4.174821994425405303e-02,-6.262232991638105872e-02,-6.262232991638105872e-02
-1.570796368640787755e+00,-1.570796368640787755e+00,-1.570796284949005361e+00,-1.570796284949005361e+00,1.570796264026059763e+00,-6.276883676309517024e-08,-6.266413398689876010e-05,-6.266413398689876010e-05,6.266413398689878720e-05,6.266413398689878720e-05,-9.399620098034815370e-05,-9.399620098034815370e-05,-6.249677830285977481e-02,-6.249677830285977481e-02,6.249677830285980257e-02,6.249677830285980257e-02,-9.374516745428967956e-02,-9.374516745428967956e-02
-1.570796425885788050e+00,-1.570796425885788050e+00,-1.570796227704005066e+00,-1.570796227704005066e+00,1.570796178158559320e+00,-1.486363372009537094e-07,-1.112540202783325502e-04,-1.112540202783325502e-04,1.112540202783326044e-04,1.112540202783326044e-04,-1.668810304174988591e-04,-1.668810304174988591e-04,-8.316178481881464357e-02,-8.316178481881464357e-02,8.316178481881468521e-02,8.316178481881468521e-02,-1.247426772282219931e-01,-1.247426772282219931e-01
-1.570796520137817565e+00,-1.570796520137817565e+00,-1.570796133451975551e+00,-1.570796133451975551e+00,1.570796036780515159e+00,-2.900143813539629433e-07,-1.736019300720687659e-04,-1.736019300720687659e-04,1.736019300720688472e-04,1.736019300720688472e-04,-2.604028951081032166e-04,-2.604028951081032166e-04,-1.037433514168911025e-01,-1.037433514168911025e-01,1.037433514168911580e-01,1.037433514168911580e-01,-1.556150271253366746e-01,-1.556150271253366746e-01
-1.570796660556451840e+00,-1.570796660556451840e+00,-1.570795993033341276e+00,-1.570795993033341276e+00,1.570795826152563635e+00,-5.006423328840485556e-07,-2.496522369801872651e-04,-2.496522369801872651e-04,2.496522369801873736e-04,2.496522369801873736e-04,-3.744783554702809519e-04,-3.744783554702809519e-04,-1.242415900218616087e-01,-1.242415900218616087e-01,1.242415900218616781e-01,1.242415900218616781e-01,-1.863623850327924547e-01,-1.863623850327924547e-01
-1.570796856264182750e+00,-1.570796856264182750e+00,-1.570795797325610366e+00,-1.570795797325610366e+00,1.570795532590967269e+00,-7.942039293142704154e-07,-3.393493892810605316e-04,-3.393493892810605316e-04,3.393493892810606942e-04,3.393493892810606942e-04,-5.090240839215908787e-04,-5.090240839215908787e-04,-1.446566125584986817e-01,-1.446566125584986817e-01,1.446566125584987372e-01,1.446566125584987372e-01,-2.169849188377480365e-01,-2.169849188377480365e-01
-1.570797116346467792e+00,-1.570797116346467792e+00,-1.570795537243325324e+00,-1.570795537243325324e+00,1.570795142467539707e+00,-1.184327356744924775e-06,-4.426379099193535798e-04,-4.426379099193535798e-04,4.426379099193537966e-04,4.426379099193537966e-04,-6.639568648790305323e-04,-6.639568648790305323e-04,-1.649885309515747300e-01,-1.649885309515747300e-01,1.649885309515748133e-01,1.649885309515748133e-01,-2.474827964273621506e-01,-2.474827964273621506e-01
-1.570797449851779604e+00,-1.570797449851779604e+00,-1.570795203738013512e+00,-1.570795203738013512e+00,1.570794642209571990e+00,-1.684585324569648348e-06,-5.594623965060239144e-04,-5.594623965060239144e-04,5.594623965060241313e-04,5.594623965060241313e-04,-8.391935947590359801e-04,-8.391935947590359801e-04,-1.852374571258622871e-01,-1.852374571258622871e-01,1.852374571258623703e-01,1.852374571258623703e-01,-2.778561856887935000e-01,-2.778561856887935000e-01
-1.570797865791656589e+00,-1.570797865791656589e+00,-1.570794787798136527e+00,-1.570794787798136527e+00,1.570794018299756400e+00,-2.308495140191521089e-06,-6.897675213183213951e-04,-6.897675213183213951e-04,6.897675213183217203e-04,6.897675213183217203e-04,-1.034651281977482093e-03,-1.034651281977482093e-03,-2.054035030061338030e-01,-2.054035030061338030e-01,2.054035030061338862e-01,2.054035030061338862e-01,-3.081052545092007322e-01,-3.081052545092007322e-01
-1.570798373140752435e+00,-1.570798373140752435e+00,-1.570794280449040681e+00,-1.570794280449040681e+00,1.570793257276112742e+00,-3.069518783739168866e-06,-8.334980312997885069e-04,-8.334980312997885069e-04,8.334980312997888321e-04,8.334980312997888321e-04,-1.250247046949682977e-03,-1.250247046949682977e-03,-2.254867805171617279e-01,-2.254867805171617279e-01,2.254867805171618389e-01,2.254867805171618389e-01,-3.382301707757426334e-01,-3.382301707757426334e-01
-1.570798980836885184e+00,-1.570798980836885184e+00,-1.570793672752907932e+00,-1.570793672752907932e+00,1.570792345731913731e+00,-3.981062982782867302e-06,-9.905987480602600898e-04,-9.905987480602600898e-04,9.905987480602605234e-04,9.905987480602605234e-04,-1.485898122090390351e-03,-1.485898122090390351e-03,-2.454874015837185397e-01,-2.454874015837185397e-01,2.454874015837186507e-01,2.454874015837186507e-01,-3.682311023755778234e-01,-3.682311023755778234e-01
-1.570799697781087856e+00,-1.570799697781087856e+00,-1.570792955808705260e+00,-1.570792955808705260e+00,1.570791270315609500e+00,-5.056479287050649745e-06,-1.161014567875864314e-03,-1.161014567875864314e-03,1.161014567875864748e-03,1.161014567875864748e-03,-1.741521851813796580e-03,-1.741521851813796580e-03,-2.654054781305767441e-01,-2.654054781305767441e-01,2.654054781305768551e-01,2.654054781305768551e-01,-3.981082171958651994e-01,-3.981082171958651994e-01
-1.570800532837658636e+00,-1.570800532837658636e+00,-1.570792120752134480e+00,-1.570792120752134480e+00,1.570790017730753441e+00,-6.309064143144395748e-06,-1.344690461689020079e-03,-1.344690461689020079e-03,1.344690461689020729e-03,1.344690461689020729e-03,-2.017035692533530444e-03,-2.017035692533530444e-03,-2.852411220825087912e-01,-2.852411220825087912e-01,2.852411220825089022e-01,2.852411220825089022e-01,-4.278616831237632145e-01,-4.278616831237632145e-01
-1.570801494834209500e+00,-1.570801494834209500e+00,-1.570791158755583616e+00,-1.570791158755583616e+00,1.570788574735927368e+00,-7.752058969255957679e-06,-1.541571475108441348e-03,-1.541571475108441348e-03,1.541571475108442215e-03,1.541571475108442215e-03,-2.312357212662662347e-03,-2.312357212662662347e-03,-3.049944453642871589e-01,-3.049944453642871589e-01,3.049944453642873254e-01,3.049944453642873254e-01,-4.574916680464308216e-01,-4.574916680464308216e-01
-1.570802592561716393e+00,-1.570802592561716393e+00,-1.570790061028076723e+00,-1.570790061028076723e+00,1.570786928144666694e+00,-9.398650229883234381e-06,-1.751602728409131730e-03,-1.751602728409131730e-03,1.751602728409132597e-03,1.751602728409132597e-03,-2.627404092613697811e-03,-2.627404092613697811e-03,-3.246655599006842974e-01,-3.246655599006842974e-01,3.246655599006844639e-01,3.246655599006844639e-01,-4.869983398510265293e-01,-4.869983398510265293e-01
-1.570803834774570307e+00,-1.570803834774570307e+00,-1.570788818815222809e+00,-1.570788818815222809e+00,1.570785064825386046e+00,-1.126196951054630709e-05,-1.974729416532389464e-03,-1.974729416532389464e-03,1.974729416532390331e-03,1.974729416532390331e-03,-2.962094124798584412e-03,-2.962094124798584412e-03,-3.442545776164727123e-01,-3.442545776164727123e-01,3.442545776164728788e-01,3.442545776164728788e-01,-5.163818664247091794e-01,-5.163818664247091794e-01
