0.000000000000000000e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.329433394174822629e-09,-1.570796328347852100e+00,-1.570796326794896558e+00,-1.570796325241941016e+00,1.570796326794896558e+00,-2.329433394174822629e-09,1.047196619112171835e-05,-6.981310794081144438e-06,0.000000000000000000e+00,6.981310794081147826e-06,0.000000000000000000e+00,-1.047196619112171835e-05,3.137399672733739986e-02,-2.091599781822493093e-02,0.000000000000000000e+00,2.091599781822493787e-02,0.000000000000000000e+00,-3.137399672733739986e-02
1.861681552349169080e-08,-1.570796339206106840e+00,-1.570796326794896558e+00,-1.570796314383686276e+00,1.570796326794896558e+00,-1.861681552349169080e-08,4.183195837796989971e-05,-2.788797225197992637e-05,0.000000000000000000e+00,2.788797225197993992e-05,0.000000000000000000e+00,-4.183195837796989971e-05,6.262232991638105872e-02,-4.174821994425403221e-02,0.000000000000000000e+00,4.174821994425404609e-02,0.000000000000000000e+00,-6.262232991638105872e-02
6.276883676309517024e-08,-1.570796368640787755e+00,-1.570796326794896558e+00,-1.570796284949005361e+00,1.570796326794896558e+00,-6.276883676309517024e-08,9.399620098034815370e-05,-6.266413398689876010e-05,0.000000000000000000e+00,6.266413398689880075e-05,0.000000000000000000e+00,-9.399620098034815370e-05,9.374516745428967956e-02,-6.249677830285978175e-02,0.000000000000000000e+00,6.249677830285980951e-02,0.000000000000000000e+00,-9.374516745428967956e-02
1.486363372009537094e-07,-1.570796425885788050e+00,-1.570796326794896558e+00,-1.570796227704005066e+00,1.570796326794896558e+00,-1.486363372009537094e-07,1.668810304174988591e-04,-1.112540202783325502e-04,0.000000000000000000e+00,1.112540202783326044e-04,0.000000000000000000e+00,-1.668810304174988591e-04,1.247426772282219931e-01,-8.316178481881465745e-02,0.000000000000000000e+00,8.316178481881468521e-02,0.000000000000000000e+00,-1.247426772282219931e-01
2.900143813539629433e-07,-1.570796520137817565e+00,-1.570796326794896558e+00,-1.570796133451975551e+00,1.570796326794896558e+00,-2.900143813539629433e-07,2.604028951081032166e-04,-1.736019300720687659e-04,0.000000000000000000e+00,1.736019300720688472e-04,0.000000000000000000e+00,-2.604028951081032166e-04,1.556150271253366746e-01,-1.037433514168911025e-01,0.000000000000000000e+00,1.037433514168911580e-01,0.000000000000000000e+00,-1.556150271253366746e-01
5.006423328840485556e-07,-1.570796660556451840e+00,-1.570796326794896558e+00,-1.570795993033341276e+00,1.570796326794896558e+00,-5.006423328840485556e-07,3.744783554702809519e-04,-2.496522369801872651e-04,0.000000000000000000e+00,2.496522369801873736e-04,0.000000000000000000e+00,-3.744783554702809519e-04,1.863623850327924547e-01,-1.242415900218616226e-01,0.000000000000000000e+00,1.242415900218616781e-01,0.000000000000000000e+00,-1.863623850327924547e-01
7.942039293142704154e-07,-1.570796856264182750e+00,-1.570796326794896558e+00,-1.570795797325610366e+00,1.570796326794896558e+00,-7.942039293142704154e-07,5.090240839215908787e-04,-3.393493892810605316e-04,0.000000000000000000e+00,3.393493892810606942e-04,0.000000000000000000e+00,-5.090240839215908787e-04,2.169849188377480642e-01,-1.446566125584986817e-01,0.000000000000000000e+00,1.446566125584987372e-01,0.000000000000000000e+00,-2.169849188377480642e-01
1.184327356744924775e-06,-1.570797116346467792e+00,-1.570796326794896558e+00,-1.570795537243325324e+00,1.570796326794896558e+00,-1.184327356744924775e-06,6.639568648790305323e-04,-4.426379099193535798e-04,0.000000000000000000e+00,4.426379099193537966e-04,0.000000000000000000e+00,-6.639568648790305323e-04,2.474827964273621783e-01,-1.649885309515747578e-01,0.000000000000000000e+00,1.649885309515748133e-01,0.000000000000000000e+00,-2.474827964273621783e-01
1.684585324569648348e-06,-1.570797449851779604e+00,-1.570796326794896558e+00,-1.570795203738013512e+00,1.570796326794896558e+00,-1.684585324569648348e-06,8.391935947590359801e-04,-5.594623965060239144e-04,0.000000000000000000e+00,5.594623965060241313e-04,0.000000000000000000e+00,-8.391935947590359801e-04,2.778561856887935000e-01,-1.852374571258623148e-01,0.000000000000000000e+00,1.852374571258623981e-01,0.000000000000000000e+00,-2.778561856887935000e-01
