0.000000000000000000e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,-1.570796326794896558e+00,1.570796326794896558e+00,0.000000000000000000e+00
9.057835852828365411e-03,-1.576834884030115402e+00,-1.570796326794896558e+00,-1.564757769559677714e+00,1.570796326794896558e+00,-9.057835852828365411e-03
6.001315032006106220e-02,-1.610805093674937183e+00,-1.570796326794896558e+00,-1.530787559914855933e+00,1.570796326794896558e+00,-6.001315032006106220e-02
1.648366515772421992e-01,-1.680687427846391246e+00,-1.570796326794896558e+00,-1.460905225743401648e+00,1.570796326794896558e+00,-1.648366515772421992e-01
3.115576314488276433e-01,-1.778501414427448246e+00,-1.570796326794896558e+00,-1.363091239162344870e+00,1.570796326794896558e+00,-3.115576314488276433e-01
4.738405319486207468e-01,-1.886690014760643574e+00,-1.570796326794896558e+00,-1.254902638829149097e+00,1.570796326794896558e+00,-4.738405319486207468e-01
6.205615118202056912e-01,-1.984504001341700130e+00,-1.570796326794896558e+00,-1.157088652248092320e+00,1.570796326794896558e+00,-6.205615118202056912e-01
7.253850130773877858e-01,-2.054386335513154194e+00,-1.570796326794896558e+00,-1.087206318076638034e+00,1.570796326794896558e+00,-7.253850130773877858e-01
7.763403275446192353e-01,-2.088356545157975308e+00,-1.570796326794896558e+00,-1.053236108431816920e+00,1.570796326794896558e+00,-7.763403275446192353e-01
7.853981633974491672e-01,-2.094395102393194819e+00,-1.570796326794896558e+00,-1.047197551196596521e+00,1.570796326794896558e+00,-7.853981633974491672e-01
